Obs,Study,Authors,Year_.online.,Year_.print.,Title,Journal,Pub_year_IF,X2017_IF,Average_n,Effect_type,Species,Climate_.FishBase.,Env_cue.stimulus.,Cue.stimulus_type,Behavioural_metric,Life_stage,ctrl.n,ctrl.mean,ctrl.sd,oa.n,oa.mean,oa.sd,InRR,InRR_V
232,a22,L?nnstedt et al,2013,2013,Ocean acidification and responses to predators: can sensory redundancy reduce the apparent impacts of elevated CO2 on fish?,Ecol Evol,1.658,2.34,28,Strong,Pomacentrus_amboinensis,Trop,Yes,Predator,"Mean change bite rate, combo, Fig3",Larvae,29,48.774,20.846,29,34.839,10.4203,-0.336459935,0.009383816
613,a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification,Glob Change Biol,8.997,8.997,10,No,Trematomus_bernacchii,Polar,Yes,Novel object,"Time active, Mid CO2, 14 days",Juvenile,10,504.923,66.4378,10,534.462,146.6207,0.056854691,0.009257205
327,a33,Welch et al,2014,2014,Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,Nat Clim Change,14.547,19.181,156,Strong,Acanthochromis_polyacanthus,Trop,Yes,Predator,"% time in cue, High CO2, high parents",Juvenile,62,10.811,7.0945,62,72.523,26.5984,1.903339619,0.009115307
12,a2,Dixson et al,2009,2010,Ocean acidification disrupts the innate ability of fish to detect predator olfactory cues,Ecol Lett,10.318,9.137,15,Strong,Amphiprion_percula,Trop,Yes,Predator,"% time in predator cue, newly hatched, pred 1 vs. non-pred 1",Larvae,45,11.111,7.0973,45,11.111,0.0067,0,0.00906709
803,a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus_macrocephalus,Boreal,Yes,Light,"Tank position, mid CO2, bottom figure panel, time 5",Larvae,66,4.352,2.3966,66,4.432,2.3966,0.01821544,0.009025278
593,a70,Sundin et al,2017,2017,Long-term exposure to elevated carbon dioxide does not alter activity levels of a coral reef fish in response to predator chemical cues,Behav Ecol & Sociobiol,2.473,2.473,24,No,Acanthochromis_polyacanthus,Trop,No,NA,Mean swimming distance,Juvenile,35,560.804,196.2127,37,533.668,238.42,-0.049597546,0.008891928
322,a33,Welch et al,2014,2014,Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,Nat Clim Change,14.547,19.181,156,Strong,Acanthochromis_polyacanthus,Trop,Yes,Predator,"% time in cue, Mid CO2, ctrl parents",Juvenile,148,10.811,10.9611,132,54.561,27.1718,1.618755208,0.008824557
324,a33,Welch et al,2014,2014,Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,Nat Clim Change,14.547,19.181,156,Strong,Acanthochromis_polyacanthus,Trop,Yes,Predator,"% time in cue, Mid CO2, mid parents",Juvenile,160,10.811,11.3968,155,52.477,28.0372,1.579810844,0.008787288
812,a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus_macrocephalus,Boreal,Yes,Light,"Tank position, high CO2, bottom figure panel, time 5",Larvae,66,4.352,2.3966,66,4.394,2.2829,0.009604464,0.008684702
641,a75,Laubenstein et al,2018,2018,Correlated Effects of Ocean Acidification and Warming on Behavioral and Metabolic Traits of a Large Pelagic Fish,Diversity,NA,NA,34,No,Seriola_lalandi,Subtrop,No,NA,Time active,Larvae,29,466.2759,176.7407,38,498.2247,184.3398,0.066273661,0.00855688
678,a80,Raby et al,2018,2018,Exposure to elevated carbon dioxide does not impair shortterm swimming behaviour or shelter-seeking in a predatory coral-reef fish,J Fish Biol,1.702,1.702,11,No,Cephalopholis_cyanostigma,Trop,Yes,Habitat,Tail beats,Adult,10,2.794,0.5104,11,2.941,0.6615,0.051275399,0.007936238
265,a25,Allan et al,2014,2014,Parental effects improve escape performance of juvenile reef fish in a high-CO2 world,Proc R Soc B,5.051,4.847,42,Strong,Amphiprion_melanopus,Trop,Yes,Mimicked threat,"Response distance, high-high",Juvenile,45,20.833,7.9828,37,18.75,7.7738,-0.105344516,0.00790865
639,a75,Laubenstein et al,2018,2018,Correlated Effects of Ocean Acidification and Warming on Behavioral and Metabolic Traits of a Large Pelagic Fish,Diversity,NA,NA,34,No,Seriola_lalandi,Subtrop,No,NA,Escape speed (average velocity),Larvae,29,2.6755,0.9309,38,2.6514,0.9966,-0.009048476,0.007892425
626,a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification,Glob Change Biol,8.997,8.997,10,No,Trematomus_bernacchii,Polar,Yes,Novel object,"% time in middle zone, High CO2, 14 days, Fig S2",Juvenile,10,53.203,14.0943,10,66.574,6.1664,0.224199325,0.007875957
251,a24,Munday et al,2012,2013,Elevated CO2 affects the behavior of an ecologically and economically important coral reef fish,Mar Biol,2.468,2.215,13,Strong,Plectropomus_leopardus,Trop,Yes,Predator,"% time in cue, 960 uatm, Day 28",Juvenile,20,9.18,3.607,20,90.82,4.918,2.291852321,0.007865899
475,a52,Nagelkerken et al,2015,2016,Ocean acidification alters fish populations indirectly through habitat modification,Nat Clim Change,17.184,19.181,89,Strong,Gobius_bucchichi,Subtrop,Yes,Mimicked threat,"Escape speed, bare",Not provided,73,29.381,15.0887,73,27.454,15.0887,-0.06783633,0.007750631
325,a33,Welch et al,2014,2014,Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,Nat Clim Change,14.547,19.181,156,Strong,Acanthochromis_polyacanthus,Trop,Yes,Predator,"% time in cue, High CO2, mid parents",Juvenile,160,10.811,11.3968,161,72.523,25.7197,1.903339619,0.007726856
256,a24,Munday et al,2012,2013,Elevated CO2 affects the behavior of an ecologically and economically important coral reef fish,Mar Biol,2.468,2.215,13,Strong,Plectropomus_leopardus,Trop,Yes,Shelter,"Mean line crosses, 700 uatm",Juvenile,10,4.969,1.00E-04,10,44.72,12.422,2.197202216,0.007715773
592,a70,Sundin et al,2017,2017,Long-term exposure to elevated carbon dioxide does not alter activity levels of a coral reef fish in response to predator chemical cues,Behav Ecol & Sociobiol,2.473,2.473,24,No,Acanthochromis_polyacanthus,Trop,No,NA,Mean swimming duration,Juvenile,35,21.336,6.3775,37,19.504,8.522,-0.089776214,0.007712555
323,a33,Welch et al,2014,2014,Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,Nat Clim Change,14.547,19.181,156,Strong,Acanthochromis_polyacanthus,Trop,Yes,Predator,"% time in cue, High CO2, ctrl parents",Juvenile,148,10.811,10.9611,145,77.027,24.4083,1.963591875,0.007638183
722,a85,Watson et al,2018,2018,Ocean warming has a greater effect than acidification on the early life history development and swimming performance of a large circumglobal pelagic fish,Glob Change Biol,8.997,8.997,41,No,Seriola_lalandi,Subtrop,Yes,Mimicked threat,Escape distance,Juvenile,41,4.272,1.444,41,4.501,1.972,0.052217493,0.007468476
23,a3,Munday et al,2010,2010,Replenishment of fish populations is threatened by ocean acidification,PNAS,9.771,9.504,18,Strong,Amphiprion_percula,Trop,Yes,Predator,"% time in cue, 2 dph, 550ppm (Fig 1)",Larvae,22,11.646,2.532,22,12.658,4.304,0.083326653,0.007403807
747,a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys_stigmaeus,Subtrop,Yes,Food,"Posture, DS response, feed, High CO2",Juvenile,36,2.241,0.894,36,2.241,0.726,0,0.007336003
705,a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates_calcarifer,Trop,Yes,Auditory,"% time near speaker - reef, 19 dph",Larvae,16,49.032,13.9899,16,51.613,9.3256,0.051300433,0.007128434
182,a15,Nowicki et al,2012,2012,Interactive effects of elevated temperature and CO2 on foraging behavior of juvenile coral reef fish,J Exp Mar Biol Ecol,2.263,1.99,30,No,Amphiprion_melanopus,Trop,Yes,Food,"Food strikes, High CO2",Juvenile,30,99.259,33.1251,30,82.963,26.5019,-0.17933787,0.007113836
159,a12,Ferrari et al,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,25,Strong,Pomacentrus_amboinensis,Trop,Yes,Food,"Prop decrease feeding, 700 uatm",Juvenile,25,0.651,0.1689,25,0.622,0.2064,-0.045569549,0.00709703
614,a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification,Glob Change Biol,8.997,8.997,10,No,Trematomus_bernacchii,Polar,Yes,Novel object,"Time active, High CO2, 14 days",Juvenile,10,504.923,66.4378,10,469.846,108.82,-0.072000961,0.007095549
29,a3,Munday et al,2010,2010,Replenishment of fish populations is threatened by ocean acidification,PNAS,9.771,9.504,18,Strong,Amphiprion_percula,Trop,Yes,Predator,"% time in cue, 4 dph, 550ppm (Fig 1)",Larvae,20,9.62,3.038,20,11.646,2.278,0.191118509,0.006899534
254,a24,Munday et al,2012,2013,Elevated CO2 affects the behavior of an ecologically and economically important coral reef fish,Mar Biol,2.468,2.215,13,Strong,Plectropomus_leopardus,Trop,Yes,Shelter,"% time hiding, 960 uatm",Juvenile,10,79.31,9.655,10,8.966,2.069,-2.179924578,0.006807049
703,a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates_calcarifer,Trop,Yes,Auditory,"% time near speaker - reef, 17 dph",Larvae,16,47.558,10.4924,16,47.558,11.6593,0,0.006798615
553,a65,Kwan et al,2017,2017,CO2-induced ocean acidification does not affect individual or group behaviour in a temperate damselfish,R Soc Open Sci,2.504,2.504,9,No,Chromis_punctipinnis,Subtrop,Yes,Light,"Fig 1, Time in dark zone, oscillating, September",Juvenile,17,488.2816,90.9296,17,491.9363,138.8337,0.007456948,0.006725103
772,a88,Jiahuan et al,2018,2018,"Ocean Acidification Impairs Foraging Behavior by Interfering With Olfactory Neural Signal Transduction in Black Sea Bream,?Acanthopagrus schlegelii",Front Mar Sci,NA,NA,15,Strong,Acanthopagrus_schlegelii,Subtrop,Yes,Food,"Wobble of swimming path, mid CO2",Larvae,15,1.144,0.2556,15,1.377,0.3021,0.185376327,0.00653676
798,a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus_macrocephalus,Boreal,Yes,Light,"Tank position, mid CO2, bottom figure panel, time 0",Larvae,66,4.03,1.8198,66,3.82,1.8198,-0.053515953,0.006528097
550,a65,Kwan et al,2017,2017,CO2-induced ocean acidification does not affect individual or group behaviour in a temperate damselfish,R Soc Open Sci,2.504,2.504,9,No,Chromis_punctipinnis,Subtrop,Yes,Light,"Fig 1, Time in dark zone, stable, January",Juvenile,15,624.3671,153.0121,16,675.7971,134.8369,0.079154386,0.006491956
770,a88,Jiahuan et al,2018,2018,"Ocean Acidification Impairs Foraging Behavior by Interfering With Olfactory Neural Signal Transduction in Black Sea Bream,?Acanthopagrus schlegelii",Front Mar Sci,NA,NA,15,Strong,Acanthopagrus_schlegelii,Subtrop,Yes,Food,"Linearity of swimming path, mid CO2",Larvae,15,0.854,0.1433,15,0.726,0.1898,-0.162381179,0.006433555
32,a3,Munday et al,2010,2010,Replenishment of fish populations is threatened by ocean acidification,PNAS,9.771,9.504,18,Strong,Amphiprion_percula,Trop,Yes,Predator,"% time in cue, 5 dph, 550ppm (Fig 1)",Larvae,20,11.899,3.038,20,11.139,2.785,-0.066001899,0.006384863
206,a20,Jutfelt & Hedgarde,2013,2013,"Atlantic cod actively avoid CO2 and predator odour, even after long-term CO2 exposure",Front Zool,2.304,3.627,16,Strong,Gadus_morhua,Temp,Yes,Predator,% time in control water (vs. predator cue),Juvenile,19,63.433,18.2158,12,64.254,9.8242,0.012859748,0.006288334
556,a65,Kwan et al,2017,2017,CO2-induced ocean acidification does not affect individual or group behaviour in a temperate damselfish,R Soc Open Sci,2.504,2.504,9,No,Chromis_punctipinnis,Subtrop,Yes,Kin,"Fig 2, Inter-individual distance, stable",Juvenile,6,9.2013,1.1573,6,9.1007,1.3421,-0.010993445,0.006261262
544,a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,40,Strong,Acanthochromis_polyacanthus,Trop,No,NA,"Absolute lateralization, Fig 2, 1000 uatm",Juvenile,60,45.349,13.8889,60,27.209,14.4444,-0.510840325,0.006260346
559,a65,Kwan et al,2017,2017,CO2-induced ocean acidification does not affect individual or group behaviour in a temperate damselfish,R Soc Open Sci,2.504,2.504,9,No,Chromis_punctipinnis,Subtrop,Yes,Novel object + kin,"Fig 3, Time near object, oscillating",Juvenile,6,10.4701,1.3886,6,9.8667,1.3939,-0.059358125,0.006257929
263,a24,Munday et al,2012,2013,Elevated CO2 affects the behavior of an ecologically and economically important coral reef fish,Mar Biol,2.468,2.215,13,Strong,Plectropomus_leopardus,Trop,Yes,Shelter,"Emergence time from hiding, 960 uatm",Juvenile,10,536.986,38.356,10,100.685,23.973,-1.673975192,0.006179315
771,a88,Jiahuan et al,2018,2018,"Ocean Acidification Impairs Foraging Behavior by Interfering With Olfactory Neural Signal Transduction in Black Sea Bream,?Acanthopagrus schlegelii",Front Mar Sci,NA,NA,15,Strong,Acanthopagrus_schlegelii,Subtrop,Yes,Food,"Linearity of swimming path, high CO2",Larvae,15,0.854,0.1433,15,0.52,0.1317,-0.496102382,0.006153445
542,a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,40,Strong,Acanthochromis_polyacanthus,Trop,No,NA,"Absolute lateralization, Fig 2, 750 uatm",Juvenile,60,45.349,13.8889,60,27.907,14.4444,-0.485510572,0.006028324
511,a58,Sundin & Jutfelt,2015,2016,9?28 d of exposure to elevated pCO2 reduces avoidance of predator odour but had no effect on behavioural lateralization or swimming activity in a temperate wrasse (Ctenolabrus rupestris),ICES J Mar Sci,2.626,2.906,17,Weak,Ctenolabrus_rupestris,Temp,No,NA,"Absolute lateralization, 21 days, control water",Juvenile,18,33.39,6.949,17,29.492,7.288,-0.124137414,0.005998432
244,a23,McCormick et al,2013,2013,Ocean acidification reverses competition for space as habitats degrade,Sci Rep,5.078,4.122,42,No,Pomacentrus_moluccensis,Trop,Yes,Shelter,Height rank,Larvae,55,0.747,0.2744,55,0.592,0.2596,-0.23255855,0.005949634
785,a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus_macrocephalus,Boreal,Yes,Light,"Tank position, mid CO2, top figure panel, time 5",Larvae,66,4.686,2.161,66,3.492,1.4786,-0.294104702,0.005938759
551,a65,Kwan et al,2017,2017,CO2-induced ocean acidification does not affect individual or group behaviour in a temperate damselfish,R Soc Open Sci,2.504,2.504,9,No,Chromis_punctipinnis,Subtrop,Yes,Light,"Fig 1, Time in dark zone, oscillating, January",Juvenile,15,624.3671,153.0121,16,629.9806,110.6711,0.008950529,0.005932704
169,a12,Ferrari et al,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,25,Strong,Pomacentrus_amboinensis,Trop,Yes,Food,"Min approach distance, 850 uatm",Juvenile,25,19.338,4.5122,25,14.744,4.5122,-0.271235852,0.005924108
253,a24,Munday et al,2012,2013,Elevated CO2 affects the behavior of an ecologically and economically important coral reef fish,Mar Biol,2.468,2.215,13,Strong,Plectropomus_leopardus,Trop,Yes,Shelter,"% time hiding, 700 uatm",Juvenile,10,79.31,9.655,10,39.31,8.276,-0.701885285,0.00591436
442,a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,35,Strong,Lates_calcarifer,Trop,Yes,Shelter,% time in shelter,Larvae,28,69.207,25.8119,28,89.634,14.5199,0.258632699,0.005905185
158,a12,Ferrari et al,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,25,Strong,Pomacentrus_amboinensis,Trop,Yes,Food,"Prop decrease feeding, 550 uatm",Juvenile,25,0.651,0.1689,25,0.662,0.1876,0.016755914,0.005904762
545,a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,40,Strong,Acanthochromis_polyacanthus,Trop,No,NA,"Absolute lateralization, Fig 2, 1000 +- 300 uatm",Juvenile,60,45.349,13.8889,60,28.605,14.4444,-0.460806598,0.005813079
495,a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming",Clim Change,3.496,3.537,12,Strong,Argyrosomus_regius,Subtrop,Yes,Food,Time swimming,Larvae,12,39.793,6.0864,12,30.207,6.4432,-0.275617332,0.005740977
167,a12,Ferrari et al,2012,2012,Effects of ocean acidification on visual risk assessment in coral reef fishes,Funct Ecol,4.861,5.491,25,Strong,Pomacentrus_amboinensis,Trop,Yes,Food,"Min approach distance, 550 uatm",Juvenile,25,19.338,4.5122,25,16.88,5.0094,-0.135942583,0.005700566
24,a3,Munday et al,2010,2010,Replenishment of fish populations is threatened by ocean acidification,PNAS,9.771,9.504,18,Strong,Amphiprion_percula,Trop,Yes,Predator,"% time in cue, 2 dph, 700ppm (Fig 1)",Larvae,22,11.646,2.532,22,15.443,4.304,0.282193053,0.005679259
558,a65,Kwan et al,2017,2017,CO2-induced ocean acidification does not affect individual or group behaviour in a temperate damselfish,R Soc Open Sci,2.504,2.504,9,No,Chromis_punctipinnis,Subtrop,Yes,Novel object + kin,"Fig 3, Time near object, stable",Juvenile,6,10.4701,1.3886,6,10.2966,1.3014,-0.016709832,0.005594035
461,a49,Munday et al,2016,2016,Effects of elevated CO2 on predator avoidance behaviour by reef fishes is not altered by experimental test water,PeerJ,2.177,2.118,24,Strong,Pomacentrus_amboinensis,Trop,Yes,Predator,Escape distance,Larvae,26,0.02,0.0051,26,0.018,0.0051,-0.105360516,0.005588568
535,a63,Goldenberg et al,2017,2017,Boosted food web productivity through ocean acidification collapses under warming,Glob Change Biol,8.997,8.997,21,No,Favonigobius_lateralis,Temp,Yes,Prey,Predation rate,Adult,21,0.733,0.1507,21,0.82,0.2234,0.112158638,0.005547223
824,a92,Clark et al,2020,2020,Ocean acidification does not impair the behaviour of coral reef fishes,Nature,69.5,41.58,45,Weak,Dischistodus_perspicillatus,Trop,No,NA,Activity,Adult,61,26.5862405,10.93659226,60,24.45733472,9.95043715,-0.083463648,0.005532854
830,a92,Clark et al,2020,2020,Ocean acidification does not impair the behaviour of coral reef fishes,Nature,69.5,41.58,45,Weak,Dischistodus_perspicillatus,Trop,No,NA,Activity,Adult,61,26.5862405,10.93659226,60,24.45733472,9.95043715,-0.083463648,0.005532854
793,a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus_macrocephalus,Boreal,Yes,Light,"Tank position, high CO2, top figure panel, time 4",Larvae,66,6.609,3.7533,66,7.055,1.3648,0.065304229,0.005453671
268,a25,Allan et al,2014,2014,Parental effects improve escape performance of juvenile reef fish in a high-CO2 world,Proc R Soc B,5.051,4.847,42,Strong,Amphiprion_melanopus,Trop,Yes,Mimicked threat,"Maximum speed, ctrl-high",Juvenile,45,0.923,0.2214,43,0.681,0.2885,-0.304066928,0.005452388
784,a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus_macrocephalus,Boreal,Yes,Light,"Tank position, mid CO2, top figure panel, time 4",Larvae,66,6.609,3.7533,66,7.16,1.3648,0.080077624,0.005437162
3,a1,Munday et al,2009,2009,Ocean acidification impairs olfactory discrimination and homing ability of marine fish.,PNAS,9.432,9.504,27,Strong,Amphiprion_percula,Trop,Yes,Habitat,% time in Grass cue,Larvae,20,46.38,14.0023,46,71.429,13.273,0.431835618,0.005307936
205,a20,Jutfelt & Hedgarde,2013,2013,"Atlantic cod actively avoid CO2 and predator odour, even after long-term CO2 exposure",Front Zool,2.304,3.627,16,Strong,Gadus_morhua,Temp,Yes,Physical Seawater,% time in control water (vs. CO2 water),Juvenile,19,89.974,15.1515,12,85.768,18.2039,-0.047874763,0.005246556
514,a58,Sundin & Jutfelt,2015,2016,9?28 d of exposure to elevated pCO2 reduces avoidance of predator odour but had no effect on behavioural lateralization or swimming activity in a temperate wrasse (Ctenolabrus rupestris),ICES J Mar Sci,2.626,2.906,17,Weak,Ctenolabrus_rupestris,Temp,Yes,Prey,% time in prey cue,Juvenile,16,42.3463,11.7622,15,50.635,3.9943,0.178761987,0.005236836
808,a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus_macrocephalus,Boreal,Yes,Light,"Tank position, high CO2, bottom figure panel, time 1",Larvae,66,5.896,1.8198,66,5.737,2.8515,-0.027337729,0.00518652
794,a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus_macrocephalus,Boreal,Yes,Light,"Tank position, high CO2, top figure panel, time 5",Larvae,66,4.686,2.161,66,4.112,1.4786,-0.130669812,0.005181339
185,a16,Sundin et al,2012,2012,Altered Oceanic pH Impairs Mating Propensity in a Pipefish,Ethology,1.947,1.697,20,No,Syngnathus_typhle,Temp,Yes,Mate,Time swimming,Adult,22,935.933,188.1373,18,812.256,198.5429,-0.141728331,0.005156027
31,a3,Munday et al,2010,2010,Replenishment of fish populations is threatened by ocean acidification,PNAS,9.771,9.504,18,Strong,Amphiprion_percula,Trop,Yes,Predator,"% time in cue, 4 dph, 850ppm (Fig 1)",Larvae,20,9.62,3.038,20,87.848,3.291,2.211763784,0.005056667
816,a91,Laubenstein et al,2019,2019,A negative correlation between behavioural and physiological performance under ocean acidification and warming,Sci Rep,4.122,4.122,45,Strong,Acanthochromis_polyacanthus,Trop,No,NA,Pre-cue strikes,Juvenile,40,153.15,45.3412,47,136,49.8746,-0.118762948,0.005052681
792,a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus_macrocephalus,Boreal,Yes,Light,"Tank position, high CO2, top figure panel, time 3",Larvae,66,6.254,3.2984,66,6.999,1.5923,0.112546023,0.004998721
783,a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus_macrocephalus,Boreal,Yes,Light,"Tank position, mid CO2, top figure panel, time 3",Larvae,66,6.254,3.2984,66,7.216,1.3648,0.143079524,0.004756511
568,a68,Schmidt et al,2017,2017,"Impact of ocean warming and acidification on the behaviour of two co-occurring gadid species, Boreogadus saida and Gadus morhua, from Svalbard",Mar Ecol Prog Ser,2.276,2.276,12,Weak,Boreogadus_saida,Polar,No,NA,Spontaneous activity,Juvenile,12,15.781,2.8903,12,13.704,2.0998,-0.141118924,0.004751846
489,a53,Nasuchon et al,2016,2016,Escape responses of the Japanese anchovy Engraulis japonicus under elevated temperature and CO2 conditions,Fish Sci,0.839,0.794,14,No,Engraulis_japonicus,Temp,Yes,Mimicked threat,s2 duration,Adult,15,21.7,3.4,12,21.4,4.1,-0.013921339,0.004695472
706,a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,12,Strong,Lates_calcarifer,Trop,Yes,Auditory,"% time near speaker - reef, 20 dph",Larvae,16,45.714,10.4924,16,49.401,6.995,0.07756607,0.004545636
199,a18,Bignami et al,2012,2013,"Response to ocean acidification in larvae of a large tropical marine fish, Rachycentron canadum",Glob Change Biol,6.91,8.997,60,No,Rachycentron_canadum,Subtrop,Yes,Food,"Mean speed, Mid CO2, olfactory stimulation",Larvae,60,0.35,0.0775,60,0.328,0.1549,-0.064919546,0.004534274
494,a54,Pimentel et al,2016,2016,"Foraging behaviour, swimming performance and malformations of early stages of commercially important fishes under ocean acidification and warming",Clim Change,3.496,3.537,12,Strong,Sparus_aurata,Subtrop,Yes,Food,Time swimming,Larvae,12,47.423,6.4294,12,32.474,6.0726,-0.378667574,0.004445775
460,a49,Munday et al,2016,2016,Effects of elevated CO2 on predator avoidance behaviour by reef fishes is not altered by experimental test water,PeerJ,2.177,2.118,24,Strong,Pomacentrus_amboinensis,Trop,Yes,Predator,Escape speed,Larvae,26,0.65,0.0969,26,0.568,0.1734,-0.134850944,0.004439263
435,a44,Rossi et al,2015,2015,Ocean acidification boosts larval fish development but reduces the window of opportunity for successful settlement,Proc R Soc B,4.823,4.847,35,Strong,Lates_calcarifer,Trop,Yes,Auditory,"% time close to speaker, 22-24 days",Larvae,36,46.13,12.3,36,44.333,13.152,-0.039734177,0.004419588
780,a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus_macrocephalus,Boreal,Yes,Light,"Tank position, mid CO2, top figure panel, time 0",Larvae,66,4.038,1.4786,66,3.646,1.3648,-0.102118844,0.00415459
789,a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus_macrocephalus,Boreal,Yes,Light,"Tank position, high CO2, top figure panel, time 0",Larvae,66,4.038,1.4786,66,3.646,1.3648,-0.102118844,0.00415459
781,a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus_macrocephalus,Boreal,Yes,Light,"Tank position, mid CO2, top figure panel, time 1",Larvae,66,5.83,2.6159,66,6.544,1.706,0.115531599,0.004080171
791,a90,Hurst et al,2019,2019,"Elevated CO2 alters behavior, growth, and lipid composition of Pacific cod larvae",Mar Environ Res,3.159,3.159,66,Weak,Gadus_macrocephalus,Boreal,Yes,Light,"Tank position, high CO2, top figure panel, time 2",Larvae,66,6.047,2.7297,66,6.747,1.706,0.10953568,0.0040562
313,a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Apogon_cyanosoma,Trop,Yes,Shelter,Max distance from shelter,Juvenile,10,7.149,1.4293,10,18,3.00E-04,0.923399271,0.003997203
557,a65,Kwan et al,2017,2017,CO2-induced ocean acidification does not affect individual or group behaviour in a temperate damselfish,R Soc Open Sci,2.504,2.504,9,No,Chromis_punctipinnis,Subtrop,Yes,Kin,"Fig 2, Inter-individual distance, oscillating",Juvenile,6,9.2013,1.1573,6,8.5998,0.7613,-0.067605831,0.00394271
766,a88,Jiahuan et al,2018,2018,"Ocean Acidification Impairs Foraging Behavior by Interfering With Olfactory Neural Signal Transduction in Black Sea Bream,?Acanthopagrus schlegelii",Front Mar Sci,NA,NA,15,Strong,Acanthopagrus_schlegelii,Subtrop,Yes,Food,"Curvilinear velocity, mid CO2",Larvae,15,0.247,0.0116,15,0.195,0.0465,-0.236388778,0.003937965
822,a92,Clark et al,2020,2020,Ocean acidification does not impair the behaviour of coral reef fishes,Nature,69.5,41.58,45,Weak,Dascyllus_aruanus,Trop,No,NA,Activity,Adult,65,34.91651706,13.86727812,62,40.28306493,11.91599172,0.14297117,0.003837965
